R_Precision,DCG,IDCG,NDCG,Recommended_Songs_Clicks
0.12903225806451613,6.904465852243844,9.550090075707844,0.7229738984144702,0
0.05,0.5445165301967515,2.6309297535714578,0.20696733900157402,3
0.0,0.49453297807526647,2.6309297535714578,0.18796890240187655,5
0.3791208791208791,16.187959033561363,16.942953452119205,0.9554390312945463,0
0.0,0.1686130986895011,1.0,0.1686130986895011,6
0.171875,4.2414102398866955,6.6113479980138035,0.6415348641700467,0
0.03125,1.3501383109463423,2.6309297535714578,0.5131791561950845,0
0.2303370786516854,8.82427523144501,12.09103269065358,0.7298198141723835,0
0.421875,6.52910141019365,10.559820905011446,0.618296604547061,0
0.043478260869565216,1.0366725188269803,3.5616063116448506,0.29106881224843056,0
0.043478260869565216,0.5689701268745029,2.6309297535714578,0.21626199867257279,1
0.0,0.0,1.0,0.0,10
0.30851063829787234,6.935038101157022,9.959731955258786,0.6963077050979559,0
0.0,0.1515171524096389,1.0,0.1515171524096389,9
0.020833333333333332,0.3114700795924603,2.0,0.15573503979623016,7
0.08536585365853659,3.5553404883271016,6.355389973203988,0.5594212948878607,0
0.04782608695652174,3.2923979167457436,5.543559338088345,0.5939140750464308,0
0.047619047619047616,0.9750344786999752,3.5616063116448506,0.2737625648045521,1
0.49382716049382713,12.068844975588926,12.64393979813129,0.9545161688742491,0
0.04878048780487805,1.2358120003464133,3.9484591188793923,0.31298589225286133,0
0.019230769230769232,0.5828869047866364,2.0,0.2914434523933182,0
0.2222222222222222,3.0069307597250203,3.9484591188793923,0.7615453697741245,0
0.20388349514563106,11.281219687678126,12.27648171406895,0.9189293765452161,0
0.1276595744680851,3.363128699790438,7.105998540132031,0.4732802407426262,0
0.0,1.3994260576813433,4.304666305987414,0.325095131238132,1
0.1111111111111111,2.461260260111986,3.1309297535714578,0.7861116198165805,0
0.1497584541062802,7.072893071598834,10.161581041840885,0.696042578657376,0
0.0,0.1781035935540111,1.0,0.1781035935540111,4
0.38235294117647056,4.3766080662361215,6.8613479980138035,0.6378641729734514,0
0.07874015748031496,1.8632727506944757,5.254494511770457,0.354605518479581,2
0.1773049645390071,7.2848025178196965,8.919019506620819,0.8167716767983296,0
0.19230769230769232,3.844624271553213,6.0927404381667944,0.6310172426629743,0
0.12727272727272726,2.603224920306553,5.822502283739475,0.44709727767331064,0
0.4666666666666667,15.596326716452863,15.951968023188115,0.9777054902430669,0
0.10810810810810811,2.567868503063727,4.637999639320748,0.5536586250014889,0
0.17142857142857143,3.3840820265473996,5.254494511770457,0.6440356953398286,0
0.07692307692307693,0.6905514124267734,2.0,0.3452757062133867,0
0.03,0.4996077478660359,2.6309297535714578,0.18989779076686633,4
0.18518518518518517,3.1271056377710593,6.0927404381667944,0.5132510845500509,0
